City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Arcachon,FR,2022-01-28 22:01:29,44.5875,-1.0519,40.41,100,100,0.0
274,Charagua,BO,2022-01-28 22:01:29,-19.8,-63.2167,78.31,54,78,9.86
275,Turukhansk,RU,2022-01-28 22:01:30,65.8167,87.9833,-0.96,94,100,12.39
276,Castro,BR,2022-01-28 22:01:22,-24.7911,-50.0119,61.0,99,100,7.47
277,Melbu,NO,2022-01-28 22:01:30,68.5044,14.8297,25.32,92,20,4.61
278,Esperance,AU,2022-01-28 22:01:31,-33.8667,121.9,61.83,83,0,12.97
279,Bonfim,BR,2022-01-28 22:01:31,3.0833,-59.95,88.74,40,95,8.86
280,Kamyshin,RU,2022-01-28 22:01:32,50.0983,45.416,-1.3,100,79,3.6
281,Comodoro Rivadavia,AR,2022-01-28 21:59:25,-45.8667,-67.5,64.26,82,75,8.05
282,Teya,RU,2022-01-28 22:01:33,60.3778,92.6267,-1.08,99,100,3.6
283,Dhule,IN,2022-01-28 22:01:33,20.9,74.7833,60.69,32,0,5.53
284,Puri,IN,2022-01-28 22:01:34,19.8,85.85,55.92,60,62,7.43
285,Semey,KZ,2022-01-28 22:01:34,50.4111,80.2275,-4.47,93,34,8.81
286,Olinda,BR,2022-01-28 22:01:35,-8.0089,-34.8553,80.82,71,88,12.1
287,Qunduz,AF,2022-01-28 22:01:35,36.729,68.857,43.23,89,100,6.13
288,Lavrentiya,RU,2022-01-28 22:01:36,65.5833,-171.0,-9.04,97,6,3.98
289,Meulaboh,ID,2022-01-28 22:01:36,4.1363,96.1285,78.73,86,74,2.24
290,Acarau,BR,2022-01-28 21:57:28,-2.8856,-40.12,73.53,85,100,11.79
291,Rock Sound,BS,2022-01-28 22:00:52,24.9,-76.2,76.64,75,100,17.36
292,Inhambane,MZ,2022-01-28 22:01:37,-23.865,35.3833,75.96,81,5,6.04
293,Thinadhoo,MV,2022-01-28 22:01:38,0.5333,72.9333,80.4,62,21,7.9
294,Shimoda,JP,2022-01-28 22:01:38,34.6667,138.95,38.1,60,89,3.44
295,Lagos,NG,2022-01-28 21:56:42,6.5833,3.75,82.72,81,100,1.34
296,Mahebourg,MU,2022-01-28 22:01:26,-20.4081,57.7,77.25,82,20,9.44
297,Limaong,PH,2022-01-28 22:01:40,7.3606,122.3664,77.72,85,89,4.45
298,Mayo,US,2022-01-28 21:58:14,38.8876,-76.5119,36.37,91,100,3.0
299,Iwanai,JP,2022-01-28 22:01:41,42.9744,140.5089,22.15,84,100,16.22
300,Eyl,SO,2022-01-28 22:01:41,7.9803,49.8164,74.08,70,99,17.43
301,Kahului,US,2022-01-28 22:01:42,20.8947,-156.47,83.46,69,4,4.34
302,Port Lincoln,AU,2022-01-28 22:00:40,-34.7333,135.8667,66.87,75,86,15.23
303,Sestri Levante,IT,2022-01-28 22:01:42,44.2732,9.3968,52.99,43,63,1.01
304,Matiri,TZ,2022-01-28 22:01:43,-10.75,34.9,62.35,97,100,3.02
305,Sopot,PL,2022-01-28 22:01:43,54.4418,18.56,33.37,86,0,10.36
306,Sitka,US,2022-01-28 22:01:44,57.0531,-135.33,40.03,98,100,5.93
307,Kudahuvadhoo,MV,2022-01-28 22:01:44,2.6708,72.8944,79.97,62,38,9.78
308,Port Moresby,PG,2022-01-28 22:01:45,-9.4431,147.1797,79.36,79,100,6.02
309,Port Blair,IN,2022-01-28 22:01:45,11.6667,92.75,78.98,77,77,7.23
310,Scarborough,GB,2022-01-28 22:01:45,54.2797,-0.4044,50.92,84,96,5.99
311,Chuy,UY,2022-01-28 22:01:46,-33.6971,-53.4616,68.7,64,56,7.38
312,Ust-Maya,RU,2022-01-28 21:59:08,60.4167,134.5333,-37.05,100,97,0.69
313,Ust-Koksa,RU,2022-01-28 22:01:47,50.2696,85.6108,-13.92,83,56,1.01
314,Plouzane,FR,2022-01-28 21:58:13,48.3833,-4.6167,48.52,100,100,2.3
315,Naze,JP,2022-01-28 22:01:48,28.3667,129.4833,56.32,76,100,12.17
316,Colac,AU,2022-01-28 22:01:48,-38.3333,143.5833,64.0,78,89,5.06
317,Launceston,AU,2022-01-28 22:01:49,-41.45,147.1667,68.61,81,100,4.0
318,Kyzyl-Suu,KG,2022-01-28 22:01:49,42.3414,78.0056,23.32,73,98,5.44
319,Lima,PE,2022-01-28 21:58:43,-12.0432,-77.0282,72.39,79,75,1.01
320,Rylsk,RU,2022-01-28 22:02:50,51.5655,34.6822,30.0,97,96,8.75
321,Havre-Saint-Pierre,CA,2022-01-28 22:02:51,50.2334,-63.5986,16.16,67,75,18.41
322,Torrelavega,ES,2022-01-28 22:02:51,43.3494,-4.0479,45.81,79,0,1.01
323,Mount Isa,AU,2022-01-28 22:00:45,-20.7333,139.5,74.97,100,75,9.22
324,Iskitim,RU,2022-01-28 22:02:52,54.6366,83.3045,3.02,100,100,4.54
325,Clarksburg,US,2022-01-28 22:02:52,39.2807,-80.3445,31.89,89,100,4.61
326,Axim,GH,2022-01-28 22:02:53,4.8699,-2.2405,79.57,81,82,5.61
327,Dingle,PH,2022-01-28 22:02:53,10.9995,122.6711,74.55,90,34,4.27
328,Barra Patuca,HN,2022-01-28 22:02:54,15.8,-84.2833,79.38,71,23,8.57
329,Golden,US,2022-01-28 22:01:35,39.7555,-105.2211,50.09,39,8,4.18
330,Valkeakoski,FI,2022-01-28 22:02:54,61.2642,24.0312,19.44,91,12,6.4
331,Uvalde,US,2022-01-28 22:02:55,29.3669,-99.767,61.75,20,0,4.61
332,Maputo,MZ,2022-01-28 22:02:56,-25.9653,32.5892,71.28,93,75,8.99
333,Doha,QA,2022-01-28 21:58:56,25.2867,51.5333,60.78,59,0,10.36
334,Geraldton,AU,2022-01-28 22:02:56,-28.7667,114.6,70.21,83,0,6.91
335,Isiro,CD,2022-01-28 21:58:43,2.7739,27.616,67.46,38,43,3.29
336,Kez,RU,2022-01-28 22:02:57,57.8979,53.7152,10.09,97,100,3.31
337,Arica,CL,2022-01-28 21:59:32,-18.475,-70.3042,76.55,60,0,10.36
338,Rajula,IN,2022-01-28 22:02:58,21.05,71.4333,63.03,30,1,7.81
339,Portel,BR,2022-01-28 22:02:58,-1.9356,-50.8211,74.5,95,87,3.44
340,Shingu,JP,2022-01-28 22:02:59,33.7333,135.9833,37.92,78,100,5.84
341,Todos Santos,MX,2022-01-28 22:02:59,23.45,-110.2167,81.1,64,13,7.92
342,Eureka,US,2022-01-28 22:03:00,40.8021,-124.1637,66.13,57,100,3.33
343,Vestmanna,FO,2022-01-28 22:03:00,62.1564,-7.1664,41.92,70,100,17.27
344,Xuchang,CN,2022-01-28 22:03:01,34.0167,113.8167,27.41,98,65,3.85
345,Praia Da Vitoria,PT,2022-01-28 22:03:01,38.7333,-27.0667,55.76,82,66,12.06
346,Port-Gentil,GA,2022-01-28 22:03:02,-0.7193,8.7815,80.6,83,88,10.4
347,Crnomelj,SI,2022-01-28 22:03:02,45.5711,15.1889,42.28,63,45,3.76
348,Presque Isle,US,2022-01-28 22:03:03,46.6811,-68.0159,17.29,75,100,4.0
349,Pustoshka,RU,2022-01-28 22:03:03,56.3355,29.369,26.82,94,100,11.48
350,Gold Coast,AU,2022-01-28 22:03:04,-28.0,153.4333,78.04,83,40,3.0
351,Aykhal,RU,2022-01-28 22:03:04,66.0,111.5,-15.7,100,62,4.68
352,Dvinskoy,RU,2022-01-28 21:59:32,62.1535,45.1175,15.37,95,100,7.67
353,Sao Felix Do Xingu,BR,2022-01-28 22:03:05,-6.6447,-51.995,72.57,96,99,0.4
354,Guanambi,BR,2022-01-28 22:00:24,-14.2233,-42.7814,76.33,66,26,4.27
355,Flinders,AU,2022-01-28 21:59:27,-34.5833,150.8552,77.38,79,12,7.0
356,Salalah,OM,2022-01-28 21:59:22,17.0151,54.0924,70.63,48,72,4.25
357,Bahir Dar,ET,2022-01-28 22:03:06,11.5936,37.3908,64.65,62,39,5.28
358,Pisco,PE,2022-01-28 22:03:07,-13.7,-76.2167,72.01,79,13,6.85
359,Kemijarvi,FI,2022-01-28 22:03:07,66.7131,27.4306,4.46,97,42,3.04
360,Darhan,MN,2022-01-28 22:03:08,49.4867,105.9228,-15.86,99,67,1.86
361,Kargasok,RU,2022-01-28 22:03:08,59.0556,80.8572,-1.73,99,93,6.46
362,Zakamensk,RU,2022-01-28 22:03:09,50.3741,103.2863,-7.33,98,96,2.13
363,Lubaczow,PL,2022-01-28 22:03:09,50.157,23.1234,34.52,85,100,17.54
364,Mauriti,BR,2022-01-28 22:04:10,-7.3892,-38.7744,72.46,87,100,2.57
365,Batemans Bay,AU,2022-01-28 22:00:26,-35.7167,150.1833,77.2,70,71,1.54
366,Nyurba,RU,2022-01-28 22:04:10,63.2842,118.3319,-24.54,100,13,3.18
367,Bara,NG,2022-01-28 22:04:11,10.3744,10.7288,70.95,28,51,12.44
368,Ngunguru,NZ,2022-01-28 22:04:11,-35.6167,174.5,71.17,66,89,14.03
369,Oranjestad,AW,2022-01-28 22:04:12,12.524,-70.027,78.33,74,90,14.79
370,Siderno,IT,2022-01-28 22:03:07,38.2779,16.302,55.58,82,100,6.67
371,Cayenne,GF,2022-01-28 22:00:05,4.9333,-52.3333,77.04,86,100,6.91
372,Canmore,CA,2022-01-28 22:04:09,51.0834,-115.3521,30.02,74,95,8.39
373,Fortuna,US,2022-01-28 22:04:13,40.5982,-124.1573,65.86,36,20,0.0
374,Kloulklubed,PW,2022-01-28 22:04:14,7.0419,134.2556,81.09,81,84,14.03
375,Baturaja,ID,2022-01-28 22:04:14,-4.1333,104.1667,71.73,96,100,1.54
376,Tambun,ID,2022-01-28 22:04:15,-6.2641,107.0712,77.49,94,20,0.0
377,Litovko,RU,2022-01-28 22:04:15,49.2361,135.1742,-14.13,100,99,2.64
378,Constitucion,CL,2022-01-28 22:04:16,-35.3333,-72.4167,63.7,75,0,10.27
379,Sao Joao Da Barra,BR,2022-01-28 22:04:16,-21.6403,-41.0511,77.18,89,47,16.8
380,Quimper,FR,2022-01-28 22:04:17,48.0,-4.1,51.6,100,100,3.44
381,La Carolina,ES,2022-01-28 22:04:18,38.2756,-3.6153,50.72,57,0,5.41
382,Talara,PE,2022-01-28 22:04:18,-4.5772,-81.2719,73.74,79,88,8.28
383,Vanimo,PG,2022-01-28 22:04:19,-2.6741,141.3028,77.27,89,95,4.25
384,Serowe,BW,2022-01-28 22:04:19,-22.3833,26.7167,69.33,86,83,9.93
385,Sika,GM,2022-01-28 22:04:20,13.3546,-16.345,73.54,58,48,12.21
386,Lufilufi,WS,2022-01-28 22:04:20,-13.8745,-171.5986,82.18,75,38,20.31
387,Svetlogorsk,BY,2022-01-28 22:04:21,52.6333,29.7333,32.5,98,100,11.92
388,San Patricio,US,2022-01-28 22:04:22,28.017,-97.5169,61.21,30,73,12.37
389,Mangai,CD,2022-01-28 22:04:22,-4.05,19.5333,73.36,80,100,0.78
390,Nahrin,AF,2022-01-28 22:04:23,36.0649,69.1334,38.16,86,59,0.89
391,Cabra,ES,2022-01-28 22:01:35,37.4725,-4.4421,53.65,51,38,1.99
392,Sabratah,LY,2022-01-28 22:04:23,32.7933,12.4885,51.75,44,1,6.42
393,Bursa,TR,2022-01-28 22:00:23,40.1667,29.0833,24.84,78,68,3.91
394,Araouane,ML,2022-01-28 22:04:24,18.9048,-3.5265,70.09,15,66,10.27
395,Pahrump,US,2022-01-28 22:04:25,36.2083,-115.9839,59.25,11,69,1.01
396,Nauta,PE,2022-01-28 22:04:25,-4.5061,-73.5757,81.75,81,98,2.35
397,Amga,RU,2022-01-28 22:04:26,60.8953,131.9608,-27.6,100,100,2.37
398,Zeerust,ZA,2022-01-28 22:04:26,-25.5369,26.0751,68.68,82,81,5.57
399,Gasa,PS,2022-01-28 22:01:41,31.5,34.4667,49.98,79,39,6.89
400,Denizli,TR,2022-01-28 22:04:27,37.8402,29.0698,18.45,73,3,2.98
401,Sola,VU,2022-01-28 22:04:27,-13.8833,167.55,79.57,84,100,20.42
402,Nouadhibou,MR,2022-01-28 22:04:28,20.931,-17.0347,63.77,78,100,18.66
403,Magadan,RU,2022-01-28 22:04:28,59.5667,150.8,13.37,74,100,16.78
404,Nuevo Progreso,MX,2022-01-28 22:04:29,23.1667,-97.95,63.59,71,99,8.01
405,Singkang,MY,2022-01-28 22:04:29,2.1006,102.7994,71.8,90,86,3.0
406,Puerto Colombia,CO,2022-01-28 22:04:30,10.9878,-74.9547,82.49,80,69,19.13
407,Villa Carlos Paz,AR,2022-01-28 22:05:31,-31.4241,-64.4978,76.24,10,0,4.0
408,Grao Mogol,BR,2022-01-28 22:05:31,-16.5594,-42.8897,68.31,86,87,0.96
409,Tuatapere,NZ,2022-01-28 22:04:01,-46.1333,167.6833,65.82,51,92,4.63
410,Port Hueneme,US,2022-01-28 22:05:32,34.1478,-119.1951,75.38,10,0,23.02
411,Cabedelo,BR,2022-01-28 22:05:32,-6.9811,-34.8339,77.67,72,64,11.36
412,Saint-Pierre,RE,2022-01-28 22:05:33,-21.3393,55.4781,74.88,69,0,4.61
413,Biak,ID,2022-01-28 22:05:34,-0.9131,122.8766,76.71,81,100,3.74
414,Tainan,TW,2022-01-28 22:05:24,22.9908,120.2133,65.98,94,75,9.22
415,Grand-Lahou,CI,2022-01-28 22:05:34,5.1367,-5.0242,80.04,84,75,7.85
416,Dharchula,IN,2022-01-28 22:05:35,29.85,80.5333,42.1,35,0,7.94
417,Nagapattinam,IN,2022-01-28 22:05:35,10.7667,79.8333,77.31,74,98,13.44
418,Aleksandrov Gay,RU,2022-01-28 22:05:36,50.147,48.5704,8.19,99,93,6.87
419,Kisangani,CD,2022-01-28 22:01:47,0.5167,25.2,73.24,48,99,1.7
420,Iralaya,HN,2022-01-28 22:03:08,15.0,-83.2333,78.44,80,29,5.5
421,Diofior,SN,2022-01-28 22:05:36,14.1833,-16.6667,70.72,50,96,11.79
422,Shache,CN,2022-01-28 22:05:37,38.4167,77.2406,31.71,46,76,2.75
423,Wittmund,DE,2022-01-28 22:05:38,53.5667,7.7833,43.02,83,75,11.5
424,Ahipara,NZ,2022-01-28 22:05:38,-35.1667,173.1667,71.1,58,100,11.88
425,Faya,SA,2022-01-28 22:05:39,18.3851,42.4509,50.52,87,88,4.21
426,Bobo Dioulasso,BF,2022-01-28 22:05:39,11.1771,-4.2979,78.89,15,15,3.96
427,Sistranda,NO,2022-01-28 22:05:40,63.7256,8.834,37.36,80,100,16.2
428,Shahrud,IR,2022-01-28 22:05:40,36.4182,54.9763,31.06,75,7,1.21
429,Kutum,SD,2022-01-28 22:05:41,14.2,24.6667,52.88,17,4,11.03
430,Kumylzhenskaya,RU,2022-01-28 22:05:41,49.8809,42.5898,17.98,95,98,10.2
431,Lasa,IT,2022-01-28 22:05:42,46.6166,10.7002,37.31,69,44,8.25
432,Ancud,CL,2022-01-28 22:05:42,-41.8697,-73.8203,76.53,62,0,9.53
433,Belmopan,BZ,2022-01-28 22:05:43,17.25,-88.7667,81.68,53,33,5.06
434,Coquimbo,CL,2022-01-28 22:02:59,-29.9533,-71.3436,66.15,77,25,8.77
435,Abu Samrah,SY,2022-01-28 22:05:44,35.3029,37.1841,38.61,94,100,1.25
436,Gorontalo,ID,2022-01-28 22:01:33,0.5412,123.0595,73.98,95,100,3.53
437,Payette,US,2022-01-28 22:05:44,44.0782,-116.9338,32.59,59,20,4.61
438,Poum,NC,2022-01-28 22:05:45,-20.2333,164.0167,82.65,75,82,15.88
439,Pizhma,RU,2022-01-28 22:05:45,57.8642,47.1171,13.98,97,99,6.06
440,Fairbanks,US,2022-01-28 22:05:45,64.8378,-147.7164,4.96,55,75,6.91
441,Avera,US,2022-01-28 22:05:46,33.194,-82.5271,52.38,52,100,9.93
442,Asau,RO,2022-01-28 22:04:12,46.4333,26.4,38.32,85,94,5.7
443,Nichinan,JP,2022-01-28 22:05:47,31.6,131.3667,47.88,72,97,5.73
444,Komsomolskiy,UZ,2022-01-28 22:05:48,40.4272,71.7189,36.82,41,40,2.3
445,Gerede,TR,2022-01-28 22:05:48,40.8008,32.1969,8.53,88,67,6.33
446,Meridian,US,2022-01-28 22:01:07,43.6121,-116.3915,31.32,60,0,4.0
447,Clyde River,CA,2022-01-28 22:05:49,70.4692,-68.5914,-12.66,95,100,28.48
448,Hovd,MN,2022-01-28 22:05:49,48.0056,91.6419,-11.22,75,12,5.7
449,Nanortalik,GL,2022-01-28 22:05:50,60.1432,-45.2371,25.43,84,100,7.74
450,Zhezkazgan,KZ,2022-01-28 22:05:51,47.8043,67.7144,12.87,85,100,13.56
451,Iguape,BR,2022-01-28 22:06:51,-24.7081,-47.5553,71.06,93,100,11.65
452,Birao,CF,2022-01-28 22:06:52,10.2849,22.7882,66.27,19,13,6.69
453,Iberia,US,2022-01-28 22:06:52,29.9502,-91.7507,56.98,26,0,18.41
454,Blackwater,AU,2022-01-28 22:06:53,-23.5833,148.8833,77.83,61,70,11.97
455,Marawi,PH,2022-01-28 22:06:53,7.9986,124.2928,64.65,93,20,2.15
456,Chibombo,ZM,2022-01-28 22:06:54,-14.6569,28.0706,64.2,98,100,3.69
457,Timra,SE,2022-01-28 22:06:54,62.487,17.3257,31.68,91,100,2.3
458,Presidente Epitacio,BR,2022-01-28 22:03:56,-21.7633,-52.1156,73.81,88,100,3.96
459,Ishigaki,JP,2022-01-28 22:06:55,24.3448,124.1572,68.47,87,100,6.6
460,Inuvik,CA,2022-01-28 22:06:55,68.3499,-133.7218,-32.46,100,24,3.69
461,Hasaki,JP,2022-01-28 22:06:56,35.7333,140.8333,32.4,48,100,6.33
462,Ransang,PH,2022-01-28 22:06:56,8.9603,117.5828,77.94,80,69,2.77
463,Chara,RU,2022-01-28 22:06:57,56.9064,118.2631,-15.81,87,32,1.19
464,Zhangjiakou,CN,2022-01-28 22:03:45,40.81,114.8794,14.38,58,0,3.29
465,Paramonga,PE,2022-01-28 22:06:57,-10.6667,-77.8333,72.16,77,97,9.55
466,Lujan,AR,2022-01-28 22:06:58,-34.5703,-59.105,77.22,43,0,1.99
467,Fort Nelson,CA,2022-01-28 22:06:58,58.8053,-122.7002,15.26,88,85,3.98
468,Lieksa,FI,2022-01-28 22:06:59,63.3167,30.0167,14.68,95,100,4.36
469,Almaznyy,RU,2022-01-28 22:06:59,48.0448,40.045,30.34,98,100,16.69
470,Anklam,DE,2022-01-28 22:07:00,53.8564,13.6897,37.06,82,100,10.65
471,High Level,CA,2022-01-28 22:07:00,58.5169,-117.136,17.15,92,99,4.07
472,Keti Bandar,PK,2022-01-28 22:07:01,24.1447,67.4497,66.42,52,0,6.31
473,Pemangkat,ID,2022-01-28 22:07:01,1.1667,108.9667,76.57,85,100,4.25
474,Abatskoye,RU,2022-01-28 22:07:02,56.2875,70.4555,-4.32,100,100,2.19
475,Playa Del Carmen,MX,2022-01-28 22:06:18,20.6274,-87.0799,78.89,88,75,10.36
476,Poya,NC,2022-01-28 22:07:03,-21.35,165.15,82.63,70,100,6.62
477,Gigmoto,PH,2022-01-28 22:07:03,13.7796,124.39,77.4,90,88,4.92
478,Uyskoye,RU,2022-01-28 22:07:04,54.3775,60.0047,2.1,99,100,2.82
479,Santa Rosa,PH,2022-01-28 22:04:38,14.3122,121.1114,78.12,89,5,3.87
480,Alaca,TR,2022-01-28 22:07:04,40.1683,34.8425,3.42,96,58,4.59
481,Camacha,PT,2022-01-28 22:07:05,33.0833,-16.3333,57.96,77,40,13.8
482,La Serena,CL,2022-01-28 22:07:05,-29.9078,-71.2542,67.51,68,0,10.36
483,Taylorville,US,2022-01-28 22:04:47,39.5489,-89.2945,26.82,63,100,16.11
484,Battle Creek,US,2022-01-28 22:07:06,42.3212,-85.1797,18.72,38,0,5.75
485,Tazovskiy,RU,2022-01-28 22:07:06,67.4667,78.7,0.99,97,98,6.22
486,Vila Franca Do Campo,PT,2022-01-28 22:07:07,37.7167,-25.4333,57.61,80,40,8.99
487,Kyshtovka,RU,2022-01-28 22:07:08,56.555,76.6271,1.44,98,94,4.99
488,Arlit,NE,2022-01-28 22:07:09,18.7369,7.3853,63.09,15,0,6.33
489,Catabola,AO,2022-01-28 22:07:09,-12.15,17.2833,61.52,96,100,2.19
490,Shihezi,CN,2022-01-28 22:07:10,44.3,86.0333,-1.71,96,93,4.03
491,Platanos,GR,2022-01-28 22:07:10,37.6667,21.6167,47.08,82,100,3.65
492,Port Macquarie,AU,2022-01-28 22:03:45,-31.4333,152.9167,70.9,75,20,4.5
493,Rosarito,MX,2022-01-28 22:07:11,32.3333,-117.0333,74.91,21,100,9.75
494,Matara,LK,2022-01-28 22:07:11,5.9485,80.5353,73.63,92,47,4.27
495,Kotido,UG,2022-01-28 22:07:12,2.9806,34.1331,75.94,27,63,7.0
496,Hobyo,SO,2022-01-28 22:07:13,5.3505,48.5268,76.71,69,57,21.32
497,Camapua,BR,2022-01-28 22:07:13,-19.5314,-54.0439,76.64,85,87,2.01
498,Myski,RU,2022-01-28 22:07:14,53.709,87.8014,-3.21,99,91,3.11
499,Svetlaya,RU,2022-01-28 22:07:14,46.5389,138.3297,1.44,75,8,7.81
500,Kaupanger,NO,2022-01-28 22:04:13,61.1845,7.2404,35.1,97,100,2.89
501,Verkhnevilyuysk,RU,2022-01-28 22:08:15,63.4453,120.3167,-18.13,97,20,5.93
502,Manicore,BR,2022-01-28 22:08:15,-5.8092,-61.3003,76.64,88,100,2.71
503,Bay Shore,US,2022-01-28 22:08:16,40.7251,-73.2454,33.06,83,0,8.99
504,Nadvoitsy,RU,2022-01-28 22:08:16,63.8667,34.3167,8.19,98,100,3.69
505,Ajdabiya,LY,2022-01-28 22:08:17,30.7554,20.2263,54.52,63,6,7.99
506,Huntingdon,GB,2022-01-28 22:08:17,52.3305,-0.1865,50.02,90,92,11.01
507,Arman,RU,2022-01-28 22:08:17,59.7,150.1667,8.38,77,100,14.81
508,Guadalupe Victoria,MX,2022-01-28 22:08:18,32.2869,-115.105,68.95,10,99,14.54
509,Berlevag,NO,2022-01-28 22:08:18,70.8578,29.0864,31.95,59,75,14.97
510,Sayyan,YE,2022-01-28 22:08:19,15.1718,44.3244,50.92,22,14,4.79
511,Coahuayana,MX,2022-01-28 22:08:19,18.7333,-103.6833,90.88,47,25,7.81
512,Borovoy,RU,2022-01-28 22:08:20,55.4333,86.0833,-1.12,84,96,2.24
513,Cururupu,BR,2022-01-28 22:07:09,-1.8283,-44.8683,73.18,96,100,5.37
514,Padilla,CO,2022-01-28 22:08:21,3.2204,-76.3139,83.77,77,93,0.0
515,Jalu,LY,2022-01-28 22:08:21,29.0331,21.5482,52.25,67,5,7.83
516,Mount Darwin,ZW,2022-01-28 22:08:22,-16.7725,31.5838,67.19,94,100,0.92
517,West Wendover,US,2022-01-28 22:08:22,40.7391,-114.0733,35.8,32,0,3.18
518,Te Anau,NZ,2022-01-28 22:08:23,-45.4167,167.7167,62.56,56,58,6.64
519,Santa Cruz,BO,2022-01-28 22:03:33,-17.8,-63.1667,86.05,51,75,13.8
520,Palmer,US,2022-01-28 22:08:23,42.1584,-72.3287,32.65,58,75,0.0
521,Wewak,PG,2022-01-28 22:08:24,-3.5534,143.6268,77.79,87,100,7.11
522,Porto Novo,BJ,2022-01-28 22:08:25,6.4965,2.6036,77.23,78,69,3.89
523,Yangcun,CN,2022-01-28 22:08:25,39.3639,117.0603,24.78,42,6,5.01
524,Goderich,CA,2022-01-28 22:08:26,43.7501,-81.7165,10.9,85,53,8.99
525,Oum Hadjer,TD,2022-01-28 22:08:26,13.2954,19.6966,68.04,15,9,14.36
526,Serebryansk,KZ,2022-01-28 22:08:27,49.6925,83.2892,-20.29,95,56,4.97
527,Salinopolis,BR,2022-01-28 22:08:28,-0.6136,-47.3561,76.23,89,100,10.65
528,Kulhudhuffushi,MV,2022-01-28 22:08:28,6.6221,73.07,81.28,70,21,18.81
529,Ambo,PE,2022-01-28 22:08:29,-10.1308,-76.2047,69.78,70,97,5.61
530,Malindi,KE,2022-01-28 22:08:29,-3.2175,40.1191,76.87,87,99,10.63
531,Shawnee,US,2022-01-28 22:08:30,39.05,-95.7669,39.18,34,0,1.99
532,Amapa,BR,2022-01-28 22:08:31,1.0,-52.0,72.39,98,87,2.93
533,Havelock,US,2022-01-28 22:08:31,34.8791,-76.9013,43.05,88,100,1.99
534,Melun,FR,2022-01-28 22:07:01,48.5,2.75,44.17,99,100,9.22
535,Margate,GB,2022-01-28 22:03:59,51.3813,1.3862,47.97,83,99,5.01
536,Nicoya,CR,2022-01-28 22:08:32,10.1483,-85.452,87.35,41,33,5.17
537,Pochutla,MX,2022-01-28 22:08:33,15.7432,-96.4661,84.02,59,48,6.2
538,Cockburn Town,TC,2022-01-28 22:08:26,21.4612,-71.1419,78.76,69,40,8.05
539,Piranshahr,IR,2022-01-28 22:08:34,36.701,45.1413,16.61,92,60,6.35
540,Kasongo-Lunda,CD,2022-01-28 22:08:34,-6.4667,16.8167,73.36,80,100,1.36
541,Urengoy,RU,2022-01-28 22:08:35,65.9667,78.3667,4.28,97,98,7.43
542,Jacareacanga,BR,2022-01-28 22:08:35,-6.2222,-57.7528,75.29,96,99,1.45
543,Petropavlovsk-Kamchatskiy,RU,2022-01-28 22:08:36,53.0452,158.6483,23.59,93,100,8.95
544,Akora,PK,2022-01-28 22:09:36,34.0036,72.1261,43.56,44,0,0.94
545,Auki,SB,2022-01-28 22:09:37,-8.7676,160.7034,80.13,86,97,7.0
